	name	encoding
10	ps	[-0.07726836204528809, 0.09709097445011139, 0.03470340743660927, 0.03296055644750595, -0.040457431226968765, -0.08617054671049118, -0.02414393611252308, -0.09115533530712128, 0.1437983214855194, -0.08133863657712936, 0.27199503779411316, -0.027332069352269173, -0.22029848396778107, -0.07438799738883972, -0.01968575455248356, 0.11022764444351196, -0.14886918663978577, 0.00978686474263668, -0.14444321393966675, -0.09589935839176178, -0.02987634390592575, 0.0004429128021001816, 0.014992179349064827, -0.003315642708912492, -0.061844971030950546, -0.24258266389369965, -0.09067437797784805, -0.13815166056156158, 0.06365693360567093, -0.0607886016368866, -0.03968939185142517, 0.002662304323166609, -0.25311675667762756, -0.15007221698760986, -0.005413314793258905, 0.02038349024951458, -0.04380964860320091, -0.027170568704605103, 0.17856146395206451, 0.023118318989872932, -0.091780886054039, -0.00533465389162302, 0.012289687991142273, 0.2094324231147766, 0.21814680099487305, 0.025000697001814842, -0.06329970061779022, -0.07099663466215134, 0.13251538574695587, -0.24411605298519135, 0.03000125102698803, 0.12349911034107208, 0.18463808298110962, 0.10844448953866959, 0.04916025698184967, -0.13025647401809692, 0.06644393503665924, 0.06943269073963165, -0.18262682855129242, 0.009506989270448685, 0.04613034799695015, -0.06503495573997498, -0.07012922316789627, -0.003475314937531948, 0.22343511879444122, 0.09793400764465332, -0.06501717120409012, -0.07391919195652008, 0.2229844033718109, -0.13850903511047363, 0.02465152181684971, 0.0744851753115654, -0.07146881520748138, -0.18892015516757965, -0.25357234477996826, 0.09343275427818298, 0.4134092926979065, 0.20571866631507874, -0.18593865633010864, 0.015398486517369747, -0.17059478163719177, -0.08254066109657288, 0.01649509184062481, 0.027877116575837135, -0.042306117713451385, -0.014019886031746864, -0.03773447498679161, 0.03209703788161278, 0.15109629929065704, -0.05585422366857529, 0.0021468137856572866, 0.252164363861084, -0.013603609055280685, 0.0319935604929924, 0.03066708706319332, -0.07402340322732925, -0.0801224485039711, -0.06433665752410889, -0.10610580444335938, -0.05279279872775078, 0.07736924290657043, -0.1392809897661209, 0.013189325109124184, 0.08024346828460693, -0.19963505864143372, 0.13464482128620148, 0.018330495804548264, -0.029284421354532242, 0.053221195936203, -0.0035380700137466192, -0.0354391410946846, -0.022753123193979263, 0.18231280148029327, -0.21635809540748596, 0.27357789874076843, 0.11524221301078796, -0.017994608730077744, 0.13582123816013336, 0.027776865288615227, 0.10991141200065613, -0.03221988305449486, -0.040383145213127136, -0.1369801014661789, -0.1209210529923439, 0.012232503853738308, -0.033272240310907364, 0.041679784655570984, 0.013444132171571255]
11	ps	[-0.031213780865073204, 0.15447470545768738, -0.0060097272507846355, -0.01980837620794773, -0.09687142074108124, 0.0030729109421372414, -0.033883415162563324, -0.06219365447759628, 0.1422092467546463, 0.000716939102858305, 0.2700551748275757, -0.001294881571084261, -0.23053410649299622, -0.13001325726509094, -0.041316255927085876, 0.12710431218147278, -0.12382059544324875, -0.09432883560657501, -0.1545175015926361, -0.048564597964286804, 0.03915204480290413, 0.01832544431090355, -0.004086790606379509, -0.010015914216637611, -0.12269972264766693, -0.3062671422958374, -0.11852015554904938, -0.06632983684539795, 0.053589195013046265, -0.11451615393161774, -0.06572413444519043, 0.007987088523805141, -0.24381472170352936, -0.17635728418827057, 0.033267006278038025, 0.03368058428168297, -0.06187159940600395, -0.08544240891933441, 0.18590782582759857, 0.07862181216478348, -0.13061779737472534, 0.04616802558302879, 0.06007453799247742, 0.28178519010543823, 0.2284364253282547, 0.019448360428214073, -0.007901770994067192, -0.051067452877759933, 0.10637500882148743, -0.2390722632408142, 0.12049982696771622, 0.17442107200622559, 0.17648845911026, 0.15181851387023926, 0.04725959151983261, -0.09307633340358734, 0.052367083728313446, 0.15664272010326385, -0.25545570254325867, 0.021805597469210625, 0.03993699327111244, -0.07923752069473267, -0.07027599960565567, -0.05756726861000061, 0.19825507700443268, 0.17997215688228607, -0.05184778571128845, -0.19628961384296417, 0.19650724530220032, -0.12254020571708679, -0.07227478176355362, 0.0324171781539917, -0.1247263178229332, -0.16217070817947388, -0.33093172311782837, 0.12592066824436188, 0.42513763904571533, 0.21304163336753845, -0.22341947257518768, 0.028833065181970596, -0.07861468940973282, -0.0756930336356163, 0.03844170644879341, 0.044390030205249786, -0.054485514760017395, 0.01589273288846016, -0.07127973437309265, 0.06268002092838287, 0.1785944104194641, -0.023735933005809784, -0.0795416533946991, 0.24519582092761993, 0.011662454344332218, 0.03573056310415268, 0.10267940908670425, 0.014840904623270035, -0.06687068194150925, -0.018606696277856827, -0.1325230449438095, -0.025653701275587082, 0.08137819916009903, -0.10408516228199005, 0.012269924394786358, 0.12205509096384048, -0.10752491652965546, 0.14975449442863464, 0.017705244943499565, -0.0019618775695562363, -0.022746773436665535, -0.04950154200196266, -0.061689577996730804, -0.030572526156902313, 0.15557973086833954, -0.23930418491363525, 0.28550633788108826, 0.107084259390831, 0.004490935709327459, 0.10152561217546463, 0.08383190631866455, 0.08473498374223709, 0.01548056397587061, -0.052673403173685074, -0.1441253423690796, -0.10507321357727051, 0.043630652129650116, -0.01762106642127037, 0.09203266352415085, 0.05649927631020546]
12	ps	[-0.11829913407564163, 0.16340290009975433, 0.04254378378391266, -0.04586903005838394, -0.04855659604072571, 0.030849434435367584, -0.027933962643146515, -0.05169932544231415, 0.17991435527801514, -0.042274899780750275, 0.2359859198331833, 0.013207795098423958, -0.23748666048049927, -0.1126633882522583, -0.023817148059606552, 0.14082176983356476, -0.13845838606357574, -0.09565101563930511, -0.13437892496585846, -0.04930701479315758, 0.004691591486334801, 0.002832315396517515, -0.02730158157646656, -0.013499508611857891, -0.11562004685401917, -0.31155821681022644, -0.061699338257312775, -0.09032275527715683, 0.07845302671194077, -0.09680082648992538, -0.02080930769443512, -0.04589175060391426, -0.2543925642967224, -0.07845824956893921, -0.05164928734302521, 0.028490299358963966, -0.07643316686153412, -0.05145952105522156, 0.1226721704006195, 0.04698454588651657, -0.1551683247089386, -0.024290427565574646, 0.0028264839202165604, 0.23899519443511963, 0.21397478878498077, 0.009474500082433224, -0.007862262427806854, -0.026901930570602417, 0.08092495799064636, -0.28736042976379395, 0.05540013313293457, 0.1483670473098755, 0.14800208806991577, 0.147287055850029, 0.0287714172154665, -0.10955869406461716, 0.04434654489159584, 0.0998302698135376, -0.20334789156913757, 0.06810520589351654, 0.07595507055521011, -0.053285785019397736, -0.08234929293394089, -0.02872401662170887, 0.22334504127502441, 0.13477715849876404, -0.1108032613992691, -0.13275621831417084, 0.17483581602573395, -0.13836349546909332, 0.008376745507121086, 0.0568387508392334, -0.07551220059394836, -0.19975797832012177, -0.2716171443462372, 0.13412350416183472, 0.3874501585960388, 0.23595267534255981, -0.18005411326885223, -0.014976782724261284, -0.145016148686409, -0.0002826605923473835, 0.03230481967329979, 0.014658237807452679, -0.06954992562532425, -0.008300486952066422, -0.05653651803731918, 0.029004063457250595, 0.17747223377227783, -0.014758364297449589, -0.02718714065849781, 0.25783416628837585, 0.00445515476167202, 0.022272542119026184, -0.003202731255441904, 0.003443558933213353, -0.04215428978204727, -0.023809807375073433, -0.06144257262349129, -0.0028891777619719505, 0.06052974611520767, -0.12094732373952866, 0.029639946296811104, 0.08643006533384323, -0.1243923157453537, 0.19508901238441467, 0.04765676334500313, 0.049483396112918854, 0.057826604694128036, 0.04741751030087471, -0.08153470605611801, -0.0672239288687706, 0.16381388902664185, -0.2129647433757782, 0.2916082739830017, 0.1660718321800232, 0.030903201550245285, 0.10177653282880783, 0.09096971154212952, 0.11324617266654968, -0.00740137230604887, -0.027551420032978058, -0.10150563716888428, -0.09113739430904388, 0.016712693497538567, -0.06738582253456116, 0.04035118967294693, 0.04360927268862724]
13	ps	[-0.09320308268070221, 0.11043273657560349, -0.004295642953366041, 0.0006423185113817453, -0.10087642073631287, -0.038283657282590866, -0.009690599516034126, -0.09735342860221863, 0.17524568736553192, -0.042370423674583435, 0.2284892350435257, 0.028641778975725174, -0.25414615869522095, -0.09358858317136765, 0.010878343135118484, 0.11469979584217072, -0.17982828617095947, -0.04153657332062721, -0.09998610615730286, -0.06806650012731552, 0.039859652519226074, -0.027506442740559578, 0.08073659986257553, 0.014013143256306648, -0.14616326987743378, -0.30850929021835327, -0.1159457415342331, -0.09934183210134506, 0.08239457756280899, -0.09108291566371918, 0.028066204860806465, 0.017045345157384872, -0.2165103554725647, -0.07518348842859268, -0.03217318654060364, 0.04465342313051224, -0.07932651042938232, -0.10248760879039764, 0.20327629148960114, 0.020115792751312256, -0.14226828515529633, -0.05380120128393173, -0.02697773091495037, 0.23928958177566528, 0.24093849956989288, -0.03293764591217041, 0.01858680322766304, -0.032494354993104935, 0.06901909410953522, -0.2810906767845154, 0.04762459918856621, 0.13306190073490143, 0.08341944217681885, 0.07294579595327377, 0.029263008385896683, -0.07164231687784195, 0.05983148515224457, 0.1811484545469284, -0.22244741022586823, 0.03736240416765213, 0.08632184565067291, -0.14711955189704895, -0.07555317878723145, -0.020631909370422363, 0.20470045506954193, 0.16046826541423798, -0.06520746648311615, -0.1257946491241455, 0.2024383246898651, -0.1682901233434677, -0.038175977766513824, 0.043717555701732635, -0.1087011843919754, -0.20530641078948975, -0.30610203742980957, 0.06448792666196823, 0.43652909994125366, 0.22780154645442963, -0.13118848204612732, 0.005116677843034267, -0.12046276777982712, -0.0178055502474308, 0.06224857643246651, 0.057469964027404785, -0.05829687416553497, -0.07337315380573273, -0.09602855145931244, 0.08452293276786804, 0.17535865306854248, -0.03822355717420578, -0.04016773775219917, 0.261562317609787, 0.0150686614215374, 0.02669019252061844, 0.018586985766887665, -0.048633139580488205, -0.04069787263870239, -0.008138187229633331, -0.07299850881099701, -0.005821677856147289, 0.08006961643695831, -0.12533695995807648, 0.05403060466051102, 0.1228925883769989, -0.14988841116428375, 0.14018386602401733, 0.02098691649734974, -0.011222071014344692, 0.07724031805992126, -0.04126112163066864, -0.08897633850574493, -0.036126818507909775, 0.17527154088020325, -0.237117201089859, 0.2557719945907593, 0.18448036909103394, 0.022334033623337746, 0.12660683691501617, 0.0353003591299057, 0.1094823032617569, -0.011817053891718388, -0.04362334683537483, -0.17105765640735626, -0.02522057481110096, 0.01789652556180954, -0.039840344339609146, 0.04238003119826317, 0.025554511696100235]
14	ps	[-0.0736490786075592, 0.12798981368541718, -0.02823311649262905, -0.005880196578800678, -0.14354866743087769, -0.008481066673994064, -0.020034166052937508, -0.09217771887779236, 0.18995292484760284, -0.08949441462755203, 0.20049263536930084, -0.009494242258369923, -0.2035292536020279, -0.11724837869405746, -0.05096719413995743, 0.11231158673763275, -0.13483527302742004, -0.06285103410482407, -0.12394646555185318, -0.12325707823038101, -0.04201611503958702, 0.0398639515042305, 0.015556387603282928, -0.007480416912585497, -0.12140868604183197, -0.24877417087554932, -0.08136839419603348, -0.09331689774990082, 0.06336493045091629, -0.06879967451095581, -0.04365957900881767, 0.052294932305812836, -0.2535734474658966, -0.15811924636363983, 0.012044662609696388, 0.04285169020295143, -0.06637650728225708, -0.002875842619687319, 0.17259307205677032, 0.060095518827438354, -0.12702667713165283, 0.043710771948099136, 0.03531598672270775, 0.2785835564136505, 0.1845732480287552, -0.008557355031371117, -0.043942585587501526, -0.09342534095048904, 0.16750231385231018, -0.21601971983909607, 0.033152010291814804, 0.21117864549160004, 0.14856824278831482, 0.09260296821594238, 0.05690157413482666, -0.045301955193281174, 0.03601476550102234, 0.13560043275356293, -0.1988760381937027, 0.0522027388215065, 0.08393194526433945, -0.042900726199150085, -0.0676591694355011, -0.08359228819608688, 0.17649386823177338, 0.09230611473321915, -0.06647808104753494, -0.13484719395637512, 0.20592001080513, -0.1347777247428894, -0.03040112368762493, 0.1054093986749649, -0.07483313977718353, -0.2021147757768631, -0.2811605632305145, 0.1067051813006401, 0.44505593180656433, 0.2623526155948639, -0.11776910722255707, 0.00881936401128769, -0.15598206222057343, -0.09397266060113907, -0.002343808999285102, 0.04423780366778374, -0.06379937380552292, -0.007047627121210098, -0.020005758851766586, 0.08197027444839478, 0.1669183075428009, -0.028694268316030502, -0.02627483196556568, 0.25904592871665955, 0.043805044144392014, 0.03373787924647331, -0.008581265807151794, -0.0034883893094956875, -0.11727456748485565, -0.04026501625776291, -0.10781088471412659, -0.042686402797698975, 0.07188856601715088, -0.16450704634189606, 0.0636126920580864, 0.10342457890510559, -0.16269919276237488, 0.18034592270851135, 0.0130124781280756, -0.006082343403249979, 0.007929123938083649, 0.02235862798988819, -0.027740560472011566, -0.0044242460280656815, 0.1586042195558548, -0.24298188090324402, 0.2676866948604584, 0.10490152984857559, 0.003261571517214179, 0.12633518874645233, 0.05966423451900482, 0.09129473567008972, -0.036503877490758896, -0.07744885236024857, -0.07865406572818756, -0.15972000360488892, -0.000661172904074192, -0.04128878936171532, 0.07361408323049545, 0.04428446665406227]
15	ps	[-0.050913743674755096, 0.09223717451095581, -0.036967258900403976, 0.010815941728651524, -0.13676142692565918, 0.0005932822823524475, -0.005537558346986771, -0.12443838268518448, 0.15279804170131683, -0.03116133250296116, 0.23194754123687744, -0.008867744356393814, -0.25122523307800293, -0.14524169266223907, 0.03840475529432297, 0.1098247766494751, -0.18800276517868042, -0.06876654922962189, -0.12545670568943024, -0.06298185139894485, 0.0011304563377052546, -0.010894833132624626, 0.06249314546585083, -0.00828075222671032, -0.1490684151649475, -0.27677154541015625, -0.07375416159629822, -0.12591715157032013, 0.08050545305013657, -0.08503605425357819, 0.018907973542809486, 0.035429079085588455, -0.2584776282310486, -0.09789162129163742, 0.002528645098209381, 0.07184350490570068, -0.10775038599967957, -0.06966276466846466, 0.1858578771352768, 0.002160118892788887, -0.14476747810840607, -0.05569630488753319, -0.0106196328997612, 0.20264986157417297, 0.25346076488494873, -0.01703209988772869, -0.015234407037496567, -0.04837324470281601, 0.10445345193147659, -0.25822240114212036, 0.05238381028175354, 0.16163448989391327, 0.11393766105175018, 0.09426307678222656, 0.01634237915277481, -0.05637608468532562, 0.05607277527451515, 0.1448318213224411, -0.2163897305727005, 0.037213776260614395, 0.08998449891805649, -0.14515496790409088, -0.068254753947258, -0.022988049313426018, 0.21769937872886658, 0.11086177080869675, -0.0601884089410305, -0.1372898519039154, 0.18523401021957397, -0.1683865487575531, -0.08940685540437698, 0.06642612814903259, -0.10231504589319229, -0.19154752790927887, -0.3324087858200073, 0.03230337053537369, 0.4538756012916565, 0.17461232841014862, -0.1772371381521225, -0.006918751634657383, -0.10146289318799973, -0.06500749289989471, 0.05946649983525276, 0.09065026789903641, -0.005501000210642815, -0.06356517970561981, -0.09538834542036057, 0.06857913732528687, 0.20797543227672577, -0.09625143557786942, -0.03614582493901253, 0.26311203837394714, 0.003632737323641777, 0.02757054753601551, 0.02589106746017933, -0.041028618812561035, -0.018912121653556824, -0.015554215759038925, -0.06370215862989426, -0.04269929230213165, 0.09178236126899719, -0.11189356446266174, 0.039800602942705154, 0.10346245020627975, -0.1107013076543808, 0.1669125109910965, 0.027857862412929535, 0.014380330219864845, 0.06425782293081284, -0.09858239442110062, -0.0678023174405098, -0.03629201278090477, 0.19197583198547363, -0.24477067589759827, 0.2895379960536957, 0.13552293181419373, 0.0017339740879833698, 0.1103634238243103, 0.020859383046627045, 0.11802814900875092, -0.018101543188095093, -0.03972329944372177, -0.166780024766922, -0.07411283254623413, 0.008440678007900715, -0.023734821006655693, 0.053734421730041504, 0.0295756533741951]
16	ps	[-0.13244009017944336, 0.09205470979213715, 0.04598410055041313, -0.01851763017475605, -0.07180517166852951, -0.004508706275373697, 0.06095903366804123, -0.14021261036396027, 0.19354289770126343, -0.1113206297159195, 0.229095920920372, 0.03019353374838829, -0.25763842463493347, -0.15129075944423676, 0.08743053674697876, 0.14493902027606964, -0.13670192658901215, -0.16172011196613312, -0.1628127098083496, -0.07917172461748123, -0.005658418871462345, 0.014682525768876076, 0.02651352807879448, -0.000389754306524992, -0.1127394586801529, -0.33954501152038574, -0.08481576293706894, -0.09727108478546143, 0.04021647572517395, -0.08018980175256729, 0.05141051113605499, 0.04321609437465668, -0.24256011843681335, -0.05967075005173683, -0.031928516924381256, 0.07620395720005035, -0.07069625705480576, -0.07629455626010895, 0.15634222328662872, -0.01656004600226879, -0.1856401413679123, -0.08315156400203705, -0.019600503146648407, 0.22134295105934143, 0.22813721001148224, -0.05586747080087662, 0.019166769459843636, -0.039752297103405, 0.04883100464940071, -0.2692771553993225, 0.020616549998521805, 0.10932817310094833, 0.1100219339132309, 0.09102946519851685, 0.031193602830171585, -0.09837406873703003, 0.03552035242319107, 0.09023417532444, -0.2253299057483673, -1.6961712390184402e-06, 0.06981467455625534, -0.1458178162574768, -0.1103905737400055, -0.010577184148132801, 0.22450298070907593, 0.11550737172365189, -0.10801230370998383, -0.13285914063453674, 0.19224058091640472, -0.17937612533569336, -0.034513797610998154, 0.0786256194114685, -0.1301092952489853, -0.18504273891448975, -0.3215944468975067, 0.05161857604980469, 0.4832194149494171, 0.1421804428100586, -0.17122909426689148, -0.01762680895626545, -0.13683542609214783, 0.009746603667736053, 0.03780713304877281, 0.09215283393859863, -0.03188768029212952, -0.034396182745695114, -0.08072153478860855, 0.09535586088895798, 0.1692739576101303, -0.021149972453713417, -0.07106386125087738, 0.24564610421657562, 0.020726284012198448, 0.0016960613429546356, 0.01498744823038578, 0.007089741062372923, 0.047122977674007416, -0.027585584670305252, -0.06199729070067406, -0.0003933161497116089, 0.04472051560878754, -0.07555578649044037, 0.02225084789097309, 0.11054752767086029, -0.12222184240818024, 0.20146070420742035, 0.03942108899354935, 0.036084871739149094, 0.06126834452152252, -0.028892260044813156, -0.06385494768619537, -0.06390097737312317, 0.13774655759334564, -0.27098721265792847, 0.19033730030059814, 0.1991177648305893, -0.04079499468207359, 0.135954812169075, -0.02642231434583664, 0.1273985654115677, -0.028439372777938843, -0.040363434702157974, -0.19192101061344147, -0.04437827318906784, 0.03373602405190468, -0.011811735108494759, 0.03365424647927284, 0.04173405095934868]
17	ps	[-0.08431218564510345, 0.10181286185979843, -0.005296994000673294, 0.00018239160999655724, -0.1338014304637909, -0.052089374512434006, 0.02973071113228798, -0.07902618497610092, 0.13142552971839905, -0.031231816858053207, 0.19207420945167542, -0.051302649080753326, -0.2599705755710602, -0.09943129867315292, -0.014669481664896011, 0.10476050525903702, -0.08143956959247589, 0.0037874337285757065, -0.2457285374403, -0.1117578074336052, -0.032570257782936096, 0.017585285007953644, 0.030405668541789055, -0.010616208426654339, -0.10823534429073334, -0.2672364413738251, -0.07005630433559418, -0.08682963252067566, 0.04473396763205528, -0.10335201770067215, 0.03431519493460655, 0.021450188010931015, -0.21187391877174377, -0.14327551424503326, -0.023910796269774437, 0.030163593590259552, -0.12643180787563324, -0.08258616924285889, 0.21634826064109802, -0.018851695582270622, -0.13172630965709686, 0.04797062277793884, 0.04731079190969467, 0.2163267731666565, 0.22160570323467255, -0.034536655992269516, -0.015761680901050568, -0.09555051475763321, 0.16040535271167755, -0.25282716751098633, 0.014568913727998734, 0.17100289463996887, 0.13276398181915283, 0.08289086818695068, 0.08710386604070663, -0.01774800568819046, 0.06521779298782349, 0.17110849916934967, -0.2524276375770569, 0.05553338676691055, 0.08504490554332733, -0.11689909547567368, -0.11965761333703995, -0.08439581841230392, 0.1423112452030182, 0.10866320133209229, -0.08500618487596512, -0.10162141919136047, 0.19874444603919983, -0.17583228647708893, 0.005677422042936087, 0.07818582653999329, -0.07406911253929138, -0.2203587293624878, -0.3051000237464905, 0.11155566573143005, 0.4037175178527832, 0.2465599626302719, -0.16492606699466705, -0.020000934600830078, -0.11488214880228043, -0.07230924069881439, 0.028615040704607964, 0.05974668636918068, -0.04485038295388222, -0.12206669896841049, -0.047836512327194214, 0.10098923742771149, 0.15201780200004578, -0.06459596008062363, -0.010487694293260574, 0.25779300928115845, 0.0733567476272583, -0.003939067013561726, -0.03898287191987038, -0.036154575645923615, -0.14352568984031677, -0.05218569189310074, -0.0668700560927391, 0.019535642117261887, 0.13359661400318146, -0.13608506321907043, 0.07109136879444122, 0.06975972652435303, -0.0894145667552948, 0.1928340196609497, 0.005486569367349148, -0.015903456136584282, 0.05622182786464691, -0.07586706429719925, -0.04019101336598396, -0.002726420294493437, 0.1861908882856369, -0.18268711864948273, 0.27051666378974915, 0.09371967613697052, -0.02714652009308338, 0.0890439972281456, 0.05907096713781357, 0.10690382122993469, -0.012388847768306732, -0.004767965525388718, -0.13540317118167877, -0.10339263081550598, 0.01934439316391945, -0.04312095046043396, 0.07357244193553925, 0.020888201892375946]
18	ps	[-0.11472832411527634, 0.09422567486763, -0.013301360420882702, 0.00781301036477089, -0.02784075401723385, -0.020261485129594803, 0.005623789504170418, -0.07971282303333282, 0.17694762349128723, -0.0780903622508049, 0.23482339084148407, -0.015103413723409176, -0.25477510690689087, -0.1295367032289505, 0.019845005124807358, 0.11194641888141632, -0.13409127295017242, -0.07254145294427872, -0.1315172016620636, -0.06297885626554489, 0.010179905220866203, 0.022800523787736893, 0.031287096440792084, 0.0009302967227995396, -0.1348675936460495, -0.3228720426559448, -0.11523334681987762, -0.103081613779068, 0.046190693974494934, -0.09441555291414261, -0.03433685004711151, 0.029622364789247513, -0.20141687989234924, -0.1081024557352066, -0.020782914012670517, 0.018203670158982277, -0.0571565143764019, -0.08360259234905243, 0.22504213452339172, 0.04769357293844223, -0.173991397023201, -0.052355632185935974, 0.008441095240414143, 0.24764102697372437, 0.20466959476470947, -0.03168376907706261, -0.031692616641521454, -0.0777335837483406, 0.12966665625572205, -0.26371049880981445, 0.053060322999954224, 0.1752033531665802, 0.0931592807173729, 0.10198386758565903, 0.07239951193332672, -0.05519816651940346, 0.03900235518813133, 0.128633052110672, -0.24318350851535797, 0.019048739224672318, 0.021107960492372513, -0.08925314247608185, -0.06690067052841187, -0.04439679533243179, 0.14825941622257233, 0.14782078564167023, -0.07220976054668427, -0.1487165093421936, 0.18060602247714996, -0.16763021051883698, -0.03930070996284485, 0.0931062325835228, -0.0927560105919838, -0.2502376139163971, -0.3402363359928131, 0.09198159724473953, 0.3925601840019226, 0.2196355164051056, -0.1379380077123642, 0.05242633447051048, -0.0881481021642685, -0.10665738582611084, 0.09755612164735794, 0.09587316960096359, -0.0481441393494606, -0.013013305142521858, -0.039716411381959915, 0.0632454976439476, 0.17631348967552185, -0.011053258553147316, -0.0805683508515358, 0.24087417125701904, -0.017303243279457092, 0.04372921586036682, 0.05418602377176285, 0.04308188706636429, -0.05311806872487068, -0.032241106033325195, -0.09855137020349503, -0.002910057082772255, 0.12784600257873535, -0.10498733818531036, 0.026475805789232254, 0.1063278391957283, -0.12370090931653976, 0.14641700685024261, 0.032179806381464005, -0.013921952806413174, 0.04784628748893738, -0.053818024694919586, -0.07322240620851517, -0.01519699115306139, 0.13554486632347107, -0.2527156472206116, 0.23729336261749268, 0.11764486879110336, -0.031021777540445328, 0.13336680829524994, 0.060888439416885376, 0.08084447681903839, -0.022174913436174393, -0.05222902446985245, -0.16014347970485687, -0.08553000539541245, 0.0616738460958004, 0.026459485292434692, 0.06318977475166321, 0.004001910798251629]
19	ps	[-0.0706491619348526, 0.13212181627750397, -0.049768462777137756, -0.019494127482175827, -0.1509932577610016, -0.008583931252360344, -0.022820398211479187, -0.12506243586540222, 0.13182735443115234, -0.0565263070166111, 0.25296473503112793, -0.06104661151766777, -0.2630440592765808, -0.11048285663127899, -0.01948120817542076, 0.11234242469072342, -0.1666005253791809, -0.005960555747151375, -0.14694936573505402, -0.10418283939361572, -0.033927831798791885, -0.02162274904549122, 0.022826001048088074, -0.000980870332568884, -0.12424454092979431, -0.2990395128726959, -0.10459356755018234, -0.05975845456123352, 0.059804461896419525, -0.07213768362998962, -0.04137135669589043, -0.004426219034940004, -0.23918552696704865, -0.18086647987365723, 0.002859976142644882, 0.03247958421707153, -0.07124922424554825, -0.06403125822544098, 0.2013559192419052, 0.007033267989754677, -0.09311844408512115, 0.060326192528009415, 0.058348149061203, 0.21421365439891815, 0.1934889703989029, 0.014381008222699165, -0.03237859904766083, -0.05283593386411667, 0.13685342669487, -0.22809310257434845, 0.01727759838104248, 0.18058615922927856, 0.12207580357789993, 0.07025368511676788, 0.030397901311516762, -0.03354388847947121, 0.032986968755722046, 0.15374140441417694, -0.25621894001960754, 0.010972813703119755, 0.07744564116001129, -0.08711937069892883, -0.06715482473373413, -0.054101891815662384, 0.19243532419204712, 0.15262919664382935, -0.06271593272686005, -0.14423850178718567, 0.22263526916503906, -0.1584082990884781, -0.03243372589349747, -0.004933475516736507, -0.06741094589233398, -0.19431094825267792, -0.3333559036254883, 0.1134389340877533, 0.41050565242767334, 0.24791507422924042, -0.14399656653404236, 0.016857683658599854, -0.12481081485748291, -0.10274370014667511, 0.02826589345932007, 0.030398011207580566, -0.036020658910274506, -0.05243862047791481, -0.043207667768001556, 0.07521620392799377, 0.15707126259803772, -0.034765973687171936, -0.027546804398298264, 0.28240278363227844, 0.05001043155789375, 0.04416246712207794, 0.05394764989614487, 0.008524379692971706, -0.13671235740184784, -0.05581917241215706, -0.09507067501544952, 0.028970547020435333, 0.09977331757545471, -0.15457585453987122, 0.08899715542793274, 0.12352006137371063, -0.13382646441459656, 0.16395001113414764, -0.0157089252024889, -0.02741868793964386, 0.01723659597337246, -0.009579392150044441, -0.04298536852002144, -0.03657964617013931, 0.16045142710208893, -0.2606939971446991, 0.2581060826778412, 0.12375748157501221, -0.0198664590716362, 0.12412695586681366, 0.06910012662410736, 0.07838001847267151, 0.00819292664527893, -0.007584629580378532, -0.11523555219173431, -0.16861483454704285, -0.023793209344148636, -0.05106969177722931, 0.08484883606433868, 0.06688570231199265]
